session_id,station_id,city,timestamp,duration_min,energy_kwh,vehicle_type,connector_type,payment_method,temperature_c,is_weekend,session_cost_usd,battery_start_pct,battery_end_pct,user_rating
492,ST-007,Portland,2024-04-21 14:25:23,162.9,36.63,Tesla Model Y,CCS,Credit Card,15.6,True,11.02,39.5,88.3,
493,ST-004,Seattle,2025-05-28 09:46:15,19.7,4.57,Chevy Bolt,J1772,App,38.7,False,1.41,32.0,38.1,4.0
494,ST-019,Portland,2024-05-25 11:44:07,21.4,3.55,Tesla Model 3,Tesla Supercharger,Credit Card,34.7,True,0.94,64.2,68.9,5.0
495,ST-007,Portland,2024-07-24 11:48:52,52.2,10.5,Chevy Bolt,J1772,App,20.4,False,2.85,9.6,23.6,2.5
496,ST-015,Denver,2024-07-28 22:32:43,9.7,2.0,Chevy Bolt,CHAdeMO,Free/Promotional,27.9,True,0.55,17.2,19.9,4.0
497,ST-013,Portland,2025-01-05 21:50:42,106.6,27.42,Tesla Model 3,Tesla Supercharger,RFID Card,-0.4,True,7.96,7.7,44.3,4.5
498,ST-008,Austin,2024-04-16 08:56:43,39.7,9.17,Tesla Model Y,Tesla Supercharger,App,26.3,False,1.82,77.2,89.4,4.0
499,ST-013,Portland,2025-03-15 12:31:51,53.4,12.27,Nissan Leaf,CCS,App,15.2,True,3.53,57.8,74.2,5.0
500,ST-020,Austin,2024-07-05 09:32:10,56.9,12.11,BMW iX,CHAdeMO,Credit Card,26.9,False,2.9,60.7,76.8,3.5
501,ST-002,Austin,2025-03-28 04:58:00,50.8,8.38,Tesla Model Y,Tesla Supercharger,Credit Card,15.9,False,1.86,84.0,95.2,5.0
502,ST-021,Denver,2024-05-30 23:53:21,13.0,2.95,Ford Mustang Mach-E,CHAdeMO,RFID Card,26.7,False,0.77,82.9,86.8,3.0
503,ST-020,Austin,2024-09-07 13:37:56,32.1,6.29,Chevy Bolt,CCS,App,27.3,True,1.26,83.5,91.9,4.0
504,ST-021,Denver,2024-08-16 13:26:35,438.7,80.0,Other,CHAdeMO,App,21.5,False,19.91,41.7,100.0,5.0
505,ST-022,Seattle,2025-03-13 22:11:29,69.6,11.04,Other,J1772,Free/Promotional,14.5,False,3.21,16.5,31.2,
506,ST-005,Nashville,2025-06-14 10:02:46,15.9,3.02,Tesla Model 3,Tesla Supercharger,RFID Card,34.0,True,0.7,21.5,25.5,3.0
507,ST-023,Nashville,2025-06-27 14:28:54,5.0,2.0,Nissan Leaf,Tesla Supercharger,App,30.9,False,0.47,50.3,53.0,4.0
508,ST-014,Austin,2024-02-22 05:45:30,7.8,2.0,Tesla Model Y,Tesla Supercharger,RFID Card,4.3,False,0.4,77.0,79.7,3.5
509,ST-007,Portland,2025-06-17 06:47:41,51.6,10.99,Tesla Model 3,Tesla Supercharger,Free/Promotional,28.6,False,3.33,19.6,34.3,3.0
510,ST-025,Portland,2024-10-17 03:38:47,25.5,4.94,Rivian R1T,CCS,App,4.1,False,1.38,81.9,88.5,4.5
511,ST-020,Austin,2024-02-20 01:56:49,38.1,7.51,Other,CCS,RFID Card,1.2,False,1.55,78.1,88.1,2.0
512,ST-022,Seattle,2024-03-18 20:01:13,16.4,2.47,Tesla Model Y,CCS,Credit Card,15.6,False,0.7,6.3,9.6,4.0
513,ST-006,Raleigh,2024-06-02 08:51:58,55.5,9.14,Tesla Model Y,CCS,Credit Card,34.6,True,2.5,84.2,96.4,3.5
514,ST-017,Nashville,2025-02-05 06:02:23,81.7,18.36,Tesla Model Y,Tesla Supercharger,App,0.7,False,4.38,25.5,50.0,2.0
515,ST-014,Austin,2025-05-28 15:13:21,11.0,2.0,Chevy Bolt,CCS,App,,False,0.46,37.6,40.3,4.5
516,ST-024,Raleigh,2025-03-29 01:33:53,16.6,3.48,Chevy Bolt,CHAdeMO,Credit Card,15.8,True,0.87,17.1,21.7,1.0
517,ST-001,Portland,2025-03-24 15:13:19,8.9,2.26,Chevy Bolt,CCS,App,17.2,False,0.66,13.3,16.3,4.5
518,ST-010,Seattle,2024-03-15 13:01:04,51.1,7.91,Ford Mustang Mach-E,CCS,Credit Card,11.5,False,2.25,61.7,72.2,4.0
519,ST-022,Seattle,2025-02-28 20:53:46,41.5,6.95,Tesla Model 3,Tesla Supercharger,Credit Card,5.6,False,1.96,25.4,34.7,3.5
520,ST-016,Seattle,2025-04-14 11:11:32,53.0,10.86,Nissan Leaf,Tesla Supercharger,RFID Card,,False,3.08,48.2,62.7,3.5
521,ST-019,Portland,2024-09-01 17:18:31,27.6,4.08,Other,CCS,Credit Card,19.6,True,1.2,69.7,75.1,4.0
522,ST-015,Denver,2024-04-06 06:58:26,35.5,6.29,Hyundai Ioniq 5,CCS,RFID Card,12.7,True,1.68,74.5,82.9,1.0
523,ST-019,Portland,2025-05-23 15:13:19,68.1,14.56,Hyundai Ioniq 5,Tesla Supercharger,Credit Card,30.8,False,3.83,62.4,81.8,4.0
524,ST-022,Seattle,2024-07-15 23:42:01,34.4,6.28,BMW iX,CHAdeMO,App,26.7,False,1.98,21.5,29.9,4.0
525,ST-002,Austin,2024-07-19 04:02:10,30.8,6.5,Tesla Model 3,CCS,Credit Card,23.6,False,1.51,71.7,80.4,5.0
526,ST-011,Nashville,2024-08-02 17:34:39,10.3,2.0,Tesla Model Y,Tesla Supercharger,Credit Card,29.2,False,0.48,41.1,43.8,4.5
527,ST-019,Portland,2024-05-20 14:11:00,91.2,14.79,Ford Mustang Mach-E,CHAdeMO,RFID Card,27.3,False,4.31,41.6,61.3,4.5
528,ST-004,Seattle,2024-03-28 08:49:14,23.7,5.25,BMW iX,CHAdeMO,App,24.9,False,1.43,50.9,57.9,
529,ST-003,Denver,2024-09-24 20:55:34,50.9,7.53,Tesla Model 3,Tesla Supercharger,Free/Promotional,19.4,False,1.76,18.2,28.2,4.0
530,ST-025,Portland,2024-12-30 22:45:08,25.0,6.29,BMW iX,CHAdeMO,App,1.5,False,1.85,68.3,76.7,4.0
531,ST-017,Nashville,2024-10-11 01:05:41,72.4,13.75,BMW iX,CHAdeMO,RFID Card,,False,3.31,43.8,62.1,3.5
532,ST-002,Austin,2025-01-17 16:20:41,16.0,3.08,Tesla Model Y,CCS,App,-0.3,False,0.74,45.7,49.8,2.0
533,ST-001,Portland,2024-01-04 20:43:21,13.3,2.33,Tesla Model 3,Tesla Supercharger,App,7.9,False,0.66,84.7,87.8,4.0
534,ST-007,Portland,2024-07-08 07:15:19,446.8,64.59,Chevy Bolt,CCS,App,25.1,False,19.05,50.3,100.0,5.0
535,ST-008,Austin,2025-06-14 00:01:36,17.9,2.81,Ford Mustang Mach-E,CCS,Free/Promotional,25.6,True,0.64,48.8,52.5,5.0
536,ST-022,Seattle,2025-06-26 09:06:02,37.3,6.14,Chevy Bolt,J1772,Free/Promotional,,False,1.72,6.3,14.5,4.5
537,ST-021,Denver,2025-03-04 22:14:43,38.7,8.36,BMW iX,CCS,App,12.0,False,2.12,12.4,23.5,3.5
538,ST-018,Raleigh,2024-09-01 17:48:37,134.7,29.76,Other,CCS,App,17.9,True,7.7,24.2,63.9,2.0
539,ST-019,Portland,2024-05-08 08:42:45,90.1,17.37,Hyundai Ioniq 5,CCS,RFID Card,30.3,False,4.86,22.0,45.2,1.0
540,ST-002,Austin,2025-06-25 15:43:06,5.1,2.0,Chevy Bolt,CCS,RFID Card,34.5,False,0.48,75.8,78.5,5.0
541,ST-012,Raleigh,2024-02-27 19:40:46,39.5,7.63,BMW iX,CHAdeMO,App,3.6,False,1.85,7.7,17.9,1.5
542,ST-024,Raleigh,2025-04-11 09:18:50,53.1,8.05,Nissan Leaf,J1772,Credit Card,,False,2.05,8.3,19.0,4.0
543,ST-015,Denver,2025-03-17 07:58:06,18.3,3.75,Other,CCS,RFID Card,14.0,False,0.96,76.5,81.5,4.0
544,ST-007,Portland,2024-11-02 00:23:32,465.1,80.0,Hyundai Ioniq 5,J1772,Credit Card,13.3,True,23.56,53.4,100.0,4.5
545,ST-015,Denver,2024-12-22 08:48:25,39.6,6.0,Rivian R1T,J1772,App,-0.8,True,1.44,18.1,26.1,4.5
546,ST-005,Nashville,2024-10-28 23:00:33,73.8,15.16,Tesla Model 3,Tesla Supercharger,Credit Card,9.9,False,3.46,36.2,56.4,
547,ST-018,Raleigh,2024-07-17 16:37:28,139.2,20.21,Nissan Leaf,J1772,Credit Card,28.0,False,5.19,83.0,100.0,5.0
548,ST-013,Portland,2025-01-21 14:49:39,31.3,5.08,Tesla Model 3,Tesla Supercharger,App,-1.7,False,1.39,70.5,77.3,5.0
549,ST-002,Austin,2025-01-26 12:20:05,21.8,5.41,Tesla Model Y,Tesla Supercharger,RFID Card,2.2,True,1.3,75.1,82.3,3.5
550,ST-002,Austin,2025-04-05 05:58:50,15.5,2.32,Tesla Model Y,Tesla Supercharger,Credit Card,19.9,True,0.47,79.0,82.1,
551,ST-023,Nashville,2024-06-03 15:40:04,21.4,4.69,Ford Mustang Mach-E,CCS,Credit Card,32.5,False,1.17,43.3,49.6,4.0
552,ST-020,Austin,2024-01-12 19:12:16,87.0,17.45,Tesla Model Y,Tesla Supercharger,RFID Card,13.1,False,4.0,19.8,43.1,3.0
553,ST-013,Portland,2024-03-16 00:35:36,39.7,7.54,Tesla Model Y,Tesla Supercharger,Free/Promotional,22.7,True,2.01,73.6,83.7,4.0
554,ST-023,Nashville,2024-12-25 21:35:25,17.8,3.93,Ford Mustang Mach-E,CCS,Credit Card,-0.3,False,0.94,74.0,79.2,3.5
555,ST-025,Portland,2024-01-28 23:33:39,29.3,7.59,Tesla Model 3,Tesla Supercharger,Credit Card,6.8,True,2.29,29.0,39.1,1.0
556,ST-006,Raleigh,2024-08-24 19:11:22,24.2,3.92,Tesla Model 3,CCS,Credit Card,14.6,True,1.04,36.3,41.5,4.0
557,ST-006,Raleigh,2025-04-12 17:03:40,75.3,12.36,Chevy Bolt,CCS,App,18.2,True,3.01,31.4,47.9,3.5
558,ST-016,Seattle,2025-03-01 03:47:15,18.7,4.65,Tesla Model 3,CCS,App,12.4,True,1.48,69.4,75.6,4.5
559,ST-025,Portland,2024-01-31 01:25:24,35.7,7.31,Tesla Model 3,Tesla Supercharger,App,2.4,False,2.11,62.4,72.1,5.0
560,ST-007,Portland,2025-03-16 22:45:24,40.0,7.5,Tesla Model 3,J1772,App,8.4,True,1.99,38.5,48.5,4.5
561,ST-001,Portland,2024-05-14 18:57:15,27.4,5.19,Ford Mustang Mach-E,CHAdeMO,RFID Card,,False,1.5,29.8,36.7,2.5
562,ST-004,Seattle,2025-06-26 05:22:49,25.7,5.11,Ford Mustang Mach-E,Tesla Supercharger,App,37.7,False,1.49,53.9,60.7,5.0
563,ST-022,Seattle,2024-12-29 11:58:58,38.1,6.93,Nissan Leaf,CHAdeMO,Credit Card,7.3,True,2.23,52.4,61.6,4.0
564,ST-024,Raleigh,2024-07-26 04:29:50,29.1,4.44,Other,CCS,RFID Card,31.3,False,1.05,77.1,83.0,3.0
565,ST-004,Seattle,2024-06-16 06:20:17,35.0,8.15,Tesla Model Y,Tesla Supercharger,App,26.9,True,2.39,17.6,28.5,
566,ST-008,Austin,2024-10-25 13:18:36,35.8,6.58,Hyundai Ioniq 5,J1772,RFID Card,7.5,False,1.38,54.1,62.9,1.5
567,ST-023,Nashville,2024-12-22 05:28:57,99.8,16.45,Other,J1772,App,-8.2,True,3.74,50.0,71.9,5.0
568,ST-022,Seattle,2024-10-18 15:44:36,23.4,3.29,Tesla Model Y,Tesla Supercharger,Credit Card,7.6,False,0.9,44.2,48.6,5.0
569,ST-025,Portland,2024-10-12 07:32:10,26.3,3.8,Rivian R1T,CHAdeMO,Credit Card,9.8,True,1.05,70.0,75.1,4.0
570,ST-017,Nashville,2024-01-21 04:27:51,22.5,4.06,BMW iX,CCS,RFID Card,6.3,True,0.91,73.3,78.7,
571,ST-021,Denver,2024-12-18 15:42:29,38.7,7.38,Other,CCS,RFID Card,0.9,False,1.77,53.1,62.9,4.5
572,ST-012,Raleigh,2025-03-10 03:11:05,84.5,15.47,Rivian R1T,J1772,RFID Card,11.9,False,3.96,17.8,38.4,2.5
573,ST-019,Portland,2024-11-17 05:09:54,12.9,2.74,Tesla Model 3,Tesla Supercharger,App,-1.2,True,0.73,21.2,24.9,3.5
574,ST-006,Raleigh,2024-06-26 21:36:55,113.8,15.96,Rivian R1T,CHAdeMO,RFID Card,29.8,False,3.94,84.5,100.0,4.5
575,ST-006,Raleigh,2024-05-11 22:26:10,28.1,5.9,Rivian R1T,CHAdeMO,App,,True,1.61,44.1,52.0,5.0
576,ST-002,Austin,2024-11-14 06:32:49,73.6,17.76,Chevy Bolt,CCS,App,2.6,False,3.56,32.8,56.5,3.0
577,ST-018,Raleigh,2024-05-16 19:53:08,29.2,6.22,Tesla Model Y,Tesla Supercharger,Credit Card,27.0,False,1.46,23.3,31.6,2.5
578,ST-023,Nashville,2024-12-27 22:46:08,67.2,10.66,Tesla Model Y,Tesla Supercharger,Credit Card,-1.5,False,2.7,38.6,52.8,
579,ST-020,Austin,2024-11-12 07:59:35,8.1,2.0,Ford Mustang Mach-E,CCS,App,3.8,False,0.4,65.7,68.4,5.0
580,ST-010,Seattle,2025-06-28 09:08:31,27.6,74.81,Rivian R1T,CCS,RFID Card,25.8,True,23.74,43.6,100.0,4.0
581,ST-024,Raleigh,2025-02-09 07:20:03,19.8,3.97,BMW iX,CCS,Credit Card,3.0,True,0.96,78.5,83.8,4.5
582,ST-013,Portland,2025-01-09 09:58:50,42.4,7.21,Chevy Bolt,CCS,Credit Card,2.3,False,2.22,66.0,75.6,
583,ST-014,Austin,2024-08-22 09:01:06,184.2,24.64,Chevy Bolt,CCS,App,15.9,False,5.18,14.0,46.9,4.0
584,ST-013,Portland,2024-03-23 17:14:01,59.2,10.53,Other,J1772,App,19.5,True,2.98,65.8,79.8,3.5
585,ST-012,Raleigh,2025-03-02 17:39:35,15.3,3.62,Tesla Model 3,CCS,Free/Promotional,10.4,True,0.85,48.6,53.4,3.0
586,ST-014,Austin,2024-04-15 03:42:36,35.0,7.67,Nissan Leaf,CCS,Credit Card,24.0,False,1.65,57.7,67.9,4.0
587,ST-011,Nashville,2025-01-22 14:35:28,41.5,9.77,BMW iX,J1772,App,1.5,False,2.41,66.8,79.8,5.0
588,ST-008,Austin,2024-11-06 12:47:04,59.1,12.19,Ford Mustang Mach-E,J1772,RFID Card,5.8,False,2.84,73.7,90.0,3.0
589,ST-020,Austin,2024-03-23 06:25:07,82.3,19.8,Nissan Leaf,CCS,RFID Card,11.3,True,3.94,66.5,92.9,4.0
590,ST-005,Nashville,2024-03-04 07:48:49,127.2,29.81,Tesla Model 3,Tesla Supercharger,Credit Card,6.8,False,6.82,6.8,46.5,2.5
591,ST-017,Nashville,2025-04-26 01:05:47,95.4,15.28,Chevy Bolt,CHAdeMO,App,25.2,True,3.45,32.5,52.9,3.5
592,ST-004,Seattle,2024-07-09 00:36:13,106.5,17.59,Other,CCS,Credit Card,25.9,False,4.8,11.1,34.6,3.0
593,ST-024,Raleigh,2025-04-14 21:42:02,85.9,15.21,Hyundai Ioniq 5,CCS,App,16.9,False,3.56,32.3,52.6,4.5
594,ST-024,Raleigh,2024-11-23 06:18:43,37.4,9.73,Chevy Bolt,CCS,Credit Card,5.2,True,2.21,19.3,32.3,4.5
595,ST-019,Portland,2025-05-04 18:43:32,80.4,14.22,Ford Mustang Mach-E,CCS,RFID Card,22.4,True,3.83,31.6,50.6,
596,ST-013,Portland,2024-02-15 22:14:50,82.8,18.14,Chevy Bolt,CCS,RFID Card,10.3,False,5.12,62.0,86.2,3.0
597,ST-025,Portland,2025-03-01 14:16:25,52.7,12.32,Ford Mustang Mach-E,CHAdeMO,App,8.3,True,3.19,57.7,74.1,
598,ST-008,Austin,2024-09-24 19:40:14,19.5,3.07,Chevy Bolt,CCS,App,12.7,False,0.73,59.8,63.9,3.5
599,ST-015,Denver,2024-08-14 20:59:38,52.8,7.15,Chevy Bolt,CCS,App,16.5,False,1.92,20.2,29.7,4.5
600,ST-011,Nashville,2024-08-11 22:24:12,14.7,2.75,Other,J1772,,26.2,True,0.68,20.5,24.2,5.0
601,ST-018,Raleigh,2024-10-23 09:12:22,22.0,4.4,Tesla Model 3,Tesla Supercharger,App,7.1,False,1.18,34.0,39.9,4.5
602,ST-024,Raleigh,2024-06-05 09:58:08,19.1,3.55,Chevy Bolt,CHAdeMO,,35.9,False,0.95,10.3,15.0,4.5
603,ST-003,Denver,2024-06-02 04:10:57,23.0,4.72,Hyundai Ioniq 5,CCS,Credit Card,28.5,True,1.25,80.3,86.6,4.0
604,ST-012,Raleigh,2024-12-11 04:22:53,33.0,5.45,Ford Mustang Mach-E,CHAdeMO,RFID Card,-1.4,False,1.31,80.4,87.7,4.5
605,ST-001,Portland,2025-04-30 18:03:27,64.7,10.22,Tesla Model 3,Tesla Supercharger,Credit Card,29.1,False,2.85,37.2,50.8,1.0
606,ST-014,Austin,2025-01-27 17:52:17,14.4,2.52,Tesla Model Y,CCS,Credit Card,7.0,False,0.52,36.8,40.2,4.5
607,ST-006,Raleigh,2025-05-26 01:54:53,212.6,37.72,Nissan Leaf,CHAdeMO,Credit Card,36.2,False,10.21,26.6,76.9,3.0
608,ST-003,Denver,2024-12-01 04:47:47,29.5,5.8,Chevy Bolt,J1772,RFID Card,,True,1.41,10.0,17.7,4.5
609,ST-003,Denver,2024-03-17 13:29:55,39.2,10.23,Tesla Model 3,Tesla Supercharger,App,15.5,True,2.64,47.8,61.4,4.0
610,ST-012,Raleigh,2025-03-13 13:24:25,78.9,17.39,Tesla Model 3,Tesla Supercharger,App,15.3,False,4.34,60.5,83.7,5.0
611,ST-017,Nashville,2024-10-12 08:34:00,468.1,80.0,Ford Mustang Mach-E,CHAdeMO,App,3.6,True,19.57,59.9,100.0,5.0
612,ST-006,Raleigh,2024-06-11 03:35:26,39.8,5.72,Other,CCS,App,33.2,False,1.52,73.6,81.2,3.0
613,ST-023,Nashville,2024-12-12 15:49:52,46.6,7.85,Rivian R1T,CCS,Credit Card,-0.7,False,1.88,47.9,58.4,
614,ST-011,Nashville,2025-05-17 21:32:00,40.7,8.16,Nissan Leaf,CCS,Credit Card,24.3,True,1.97,18.7,29.6,4.5
615,ST-013,Portland,2025-06-28 22:09:25,28.1,3.83,Tesla Model 3,CCS,App,25.4,True,1.07,38.1,43.2,4.0
616,ST-018,Raleigh,2025-03-09 17:20:22,41.2,7.15,Chevy Bolt,J1772,RFID Card,14.7,True,1.69,6.6,16.1,3.5
617,ST-015,Denver,2024-10-08 05:18:31,25.6,5.58,Tesla Model Y,Tesla Supercharger,,7.2,False,1.31,52.0,59.4,
618,ST-017,Nashville,2024-12-01 14:16:46,25.8,4.99,Tesla Model 3,Tesla Supercharger,Free/Promotional,-8.5,True,1.1,36.2,42.9,3.0
619,ST-012,Raleigh,2024-08-10 17:40:16,9.9,2.0,Chevy Bolt,CHAdeMO,App,21.1,True,0.49,29.3,32.0,5.0
620,ST-006,Raleigh,2024-09-02 00:49:23,31.6,4.39,Ford Mustang Mach-E,CHAdeMO,Free/Promotional,15.9,False,1.2,37.3,43.2,4.5
621,ST-007,Portland,2025-04-04 17:28:44,12.4,2.48,Hyundai Ioniq 5,J1772,RFID Card,12.5,False,0.74,23.4,26.7,
622,ST-015,Denver,2024-12-20 23:14:17,10.9,2.16,Other,J1772,RFID Card,-9.1,False,0.59,32.3,35.2,1.5
623,ST-008,Austin,2024-07-29 03:41:36,52.6,9.75,Tesla Model Y,Tesla Supercharger,Credit Card,29.1,False,2.13,63.8,76.8,3.0
624,ST-010,Seattle,2024-06-13 22:20:45,28.4,5.76,Tesla Model 3,Tesla Supercharger,Credit Card,29.7,False,1.67,42.7,50.4,4.0
625,ST-015,Denver,2025-03-15 09:37:55,190.2,46.49,Tesla Model Y,Tesla Supercharger,RFID Card,9.4,True,12.91,44.9,100.0,4.5
626,ST-006,Raleigh,2024-09-13 06:03:36,37.0,5.33,Hyundai Ioniq 5,CHAdeMO,Credit Card,16.1,False,1.2,5.2,12.3,5.0
627,ST-014,Austin,2025-01-28 00:01:49,11.0,2.6,Tesla Model 3,Tesla Supercharger,App,15.0,False,0.6,17.4,20.9,4.5
628,ST-018,Raleigh,2025-02-01 08:25:10,30.9,7.99,BMW iX,CCS,Credit Card,10.3,True,1.81,74.6,85.3,5.0
629,ST-015,Denver,2024-05-14 06:29:25,27.9,5.34,Nissan Leaf,CCS,Credit Card,24.3,False,1.34,31.4,38.5,4.0
630,ST-023,Nashville,2025-04-03 22:57:11,22.2,3.41,Nissan Leaf,CHAdeMO,App,19.2,False,0.8,9.1,13.6,4.0
631,ST-010,Seattle,2024-03-16 11:02:35,103.8,25.34,Ford Mustang Mach-E,Tesla Supercharger,App,21.2,True,7.43,45.7,79.5,5.0
632,ST-006,Raleigh,2025-05-21 09:59:27,33.6,6.5,Tesla Model Y,Tesla Supercharger,App,29.8,False,1.47,84.0,92.7,
633,ST-005,Nashville,2024-04-01 13:32:04,10.0,2.0,Ford Mustang Mach-E,J1772,Credit Card,15.2,False,0.44,71.5,74.2,
634,ST-002,Austin,2024-10-26 19:59:16,222.3,41.03,Tesla Model 3,Tesla Supercharger,App,13.1,True,9.5,74.9,100.0,4.0
635,ST-021,Denver,2024-03-06 14:39:25,24.6,6.24,Chevy Bolt,J1772,App,4.3,False,1.5,68.1,76.4,5.0
636,ST-022,Seattle,2024-05-31 15:40:36,187.6,34.17,Rivian R1T,CHAdeMO,RFID Card,32.7,False,10.85,11.3,56.9,3.5
637,ST-023,Nashville,2025-05-27 01:16:40,10.8,2.22,Chevy Bolt,CHAdeMO,RFID Card,31.3,False,0.54,28.0,31.0,4.0
638,ST-001,Portland,2025-01-29 22:25:11,27.1,71.1,Other,CHAdeMO,App,-0.9,False,18.7,56.2,100.0,4.0
639,ST-008,Austin,2024-02-29 14:13:22,11.5,2.51,Tesla Model 3,Tesla Supercharger,RFID Card,,False,0.57,81.6,84.9,2.5
640,ST-013,Portland,2025-01-17 02:24:26,27.6,6.99,Nissan Leaf,CHAdeMO,Credit Card,6.1,False,1.8,61.4,70.7,2.0
641,ST-018,Raleigh,2025-03-02 06:40:23,27.7,4.85,Tesla Model 3,Tesla Supercharger,App,4.2,True,1.26,24.9,31.4,4.0
642,ST-015,Denver,2024-01-17 06:57:17,35.3,6.16,Tesla Model Y,Tesla Supercharger,Credit Card,4.3,False,1.75,61.4,69.6,3.0
643,ST-021,Denver,2024-06-20 07:13:01,30.8,4.47,Chevy Bolt,J1772,App,35.2,False,1.1,66.4,72.4,4.5
644,ST-019,Portland,2025-06-08 01:19:08,10.0,2.0,Nissan Leaf,CCS,RFID Card,29.3,True,0.58,10.1,12.8,3.5
645,ST-013,Portland,2025-05-27 03:51:38,15.2,2.59,BMW iX,CCS,App,28.7,False,0.69,77.6,81.1,2.5
646,ST-017,Nashville,2025-03-06 00:34:37,20.8,3.92,Tesla Model 3,Tesla Supercharger,Credit Card,5.8,False,1.02,14.5,19.7,3.5
647,ST-013,Portland,2024-04-04 00:02:35,30.4,6.89,Chevy Bolt,CHAdeMO,Free/Promotional,14.1,False,1.84,80.3,89.5,4.5
648,ST-025,Portland,2024-05-16 18:43:28,15.5,2.77,BMW iX,CCS,Credit Card,,False,0.77,82.8,86.5,3.0
649,ST-002,Austin,2024-12-10 03:13:23,438.6,80.0,Other,CCS,Credit Card,6.9,False,18.7,48.4,100.0,4.5
650,ST-010,Seattle,2024-11-21 06:13:59,38.1,6.03,Tesla Model 3,Tesla Supercharger,RFID Card,-0.5,False,1.99,56.9,64.9,2.0
651,ST-005,Nashville,2025-03-13 07:49:49,48.0,8.88,Tesla Model 3,Tesla Supercharger,App,22.9,False,2.3,54.4,66.2,2.5
652,ST-014,Austin,2024-12-22 18:40:02,21.5,4.95,Ford Mustang Mach-E,J1772,RFID Card,4.3,True,1.05,35.1,41.7,5.0
653,ST-010,Seattle,2025-04-16 10:33:56,88.5,15.19,Ford Mustang Mach-E,J1772,App,12.1,False,4.51,25.0,45.3,3.0
654,ST-005,Nashville,2024-09-18 22:13:35,14.5,3.13,Tesla Model 3,Tesla Supercharger,RFID Card,15.8,False,0.71,27.0,31.2,4.0
655,ST-005,Nashville,2024-09-08 18:14:48,112.2,21.24,Chevy Bolt,J1772,Credit Card,18.1,True,4.83,61.0,89.3,5.0
656,ST-007,Portland,2024-02-03 09:05:19,28.1,5.74,Ford Mustang Mach-E,J1772,Credit Card,7.7,True,1.46,84.9,92.6,4.5
657,ST-021,Denver,2025-05-01 23:36:27,44.3,6.83,Chevy Bolt,CHAdeMO,App,18.9,False,1.72,50.8,59.9,3.5
658,ST-023,Nashville,2025-03-29 18:54:01,41.6,10.56,Other,CCS,App,17.6,True,2.62,26.3,40.4,3.5
659,ST-019,Portland,2024-05-22 13:58:42,87.5,19.76,BMW iX,J1772,App,,False,5.48,38.5,64.8,
660,ST-007,Portland,2024-05-18 22:43:45,21.5,3.7,Tesla Model Y,CHAdeMO,App,24.9,True,1.04,17.6,22.5,4.5
661,ST-025,Portland,2024-01-23 17:58:56,17.4,3.83,Ford Mustang Mach-E,CHAdeMO,App,6.5,False,1.07,13.9,19.0,
662,ST-014,Austin,2024-09-03 13:16:06,94.6,12.77,Rivian R1T,J1772,Credit Card,19.2,False,3.02,69.0,86.0,4.0
663,ST-014,Austin,2025-04-18 06:33:57,12.2,2.5,Nissan Leaf,J1772,RFID Card,20.3,False,0.55,46.0,49.3,4.5
664,ST-007,Portland,2024-04-07 10:18:03,32.5,5.74,Tesla Model Y,Tesla Supercharger,,29.6,True,1.74,19.1,26.8,
665,ST-019,Portland,2025-05-28 06:00:32,28.0,5.48,Ford Mustang Mach-E,CHAdeMO,App,,False,1.69,55.0,62.3,3.5
666,ST-011,Nashville,2025-04-06 19:19:23,43.8,9.32,Tesla Model 3,Tesla Supercharger,Credit Card,20.5,True,2.18,74.4,86.8,3.5
667,ST-022,Seattle,2024-01-24 22:00:16,24.1,5.7,Tesla Model 3,Tesla Supercharger,App,4.8,False,1.83,47.5,55.1,3.5
668,ST-005,Nashville,2025-04-04 02:34:54,38.1,8.47,Tesla Model Y,Tesla Supercharger,Credit Card,16.8,False,2.18,10.7,22.0,3.5
669,ST-015,Denver,2024-03-26 07:38:15,20.0,4.94,Tesla Model Y,Tesla Supercharger,RFID Card,24.9,False,1.32,17.4,24.0,1.5
670,ST-001,Portland,2024-01-03 09:23:05,18.4,3.78,Ford Mustang Mach-E,CHAdeMO,Credit Card,1.3,False,1.14,62.7,67.7,
671,ST-014,Austin,2024-07-21 16:53:40,57.0,7.93,Chevy Bolt,CCS,,30.4,True,1.9,47.7,58.3,4.0
672,ST-010,Seattle,2025-06-07 19:05:27,16.4,2.75,Chevy Bolt,J1772,App,26.6,True,0.84,65.6,69.3,3.0
673,ST-014,Austin,2024-09-03 00:39:50,26.6,4.42,Chevy Bolt,CCS,Credit Card,,False,0.95,41.5,47.4,4.0
674,ST-022,Seattle,2024-08-25 03:17:14,9.1,2.0,Tesla Model 3,Tesla Supercharger,RFID Card,20.8,True,0.63,13.6,16.3,
675,ST-010,Seattle,2024-05-05 16:43:26,31.0,4.47,Tesla Model 3,Tesla Supercharger,Credit Card,,True,1.26,24.9,30.9,2.5
676,ST-011,Nashville,2024-05-13 15:48:48,26.7,3.6,Tesla Model 3,Tesla Supercharger,App,29.3,False,0.8,46.5,51.3,4.5
677,ST-011,Nashville,2025-02-10 00:08:21,22.9,5.78,Tesla Model Y,CCS,RFID Card,,False,1.32,55.6,63.3,2.5
678,ST-007,Portland,2024-03-17 13:49:26,12.8,2.9,Tesla Model 3,Tesla Supercharger,Credit Card,13.0,True,0.89,45.9,49.8,1.0
